what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1361569547640
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1361569581281
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1361569585843
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1361569586828
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1361603891375
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1361604021156
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1361609902593
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1361624755177
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1361624831334
started,bundle,org.eclipse.wst.server.core,1.1.204.v20100908,"org.eclipse.wst.server.core",1361624860349
started,bundle,org.eclipse.wst.server.ui,1.1.205.v20100908,"org.eclipse.wst.server.ui",1361624874662
started,bundle,org.eclipse.jst.server.core,1.2.101.v20100421,"org.eclipse.jst.server.core",1361624927209
started,bundle,org.eclipse.jst.jee,1.0.301.v201007151900,"org.eclipse.jst.jee",1361624928037
started,bundle,org.eclipse.wst.jsdt.debug.ui,1.0.1.v201008170101,"org.eclipse.wst.jsdt.debug.ui",1361624934349
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1361625004146
started,bundle,org.eclipse.wst.jsdt.debug.core,1.0.1.v201008170101,"org.eclipse.wst.jsdt.debug.core",1361625013302
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1361625015427
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1361625026881
closed,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1361625078131
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.exit",1361625089162
stopped,bundle,org.eclipse.jst.j2ee.xdoclet.runtime,1.1.300.v201004280700,"org.eclipse.jst.j2ee.xdoclet.runtime",1361625091099
stopped,bundle,org.eclipse.jst.j2ee.ejb.annotations.xdoclet,1.2.100.v201003112036,"org.eclipse.jst.j2ee.ejb.annotations.xdoclet",1361625091490
stopped,bundle,org.eclipse.jst.server.generic.jboss,1.6.1.v200904151730,"org.eclipse.jst.server.generic.jboss",1361625091834
