what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1360430272078
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1360430276781
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1360430277515
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1360430287281
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1360430289578
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1360430290281
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1360430295390
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1360430300656
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1360430301343
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1360430320000
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1360430330390
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1360430330593
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1360430343140
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1360430346609
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1360430391390
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1360430405906
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1360430475875
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.import",1360430476093
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.import",1360430476093
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1360430482515
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1360430493718
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1360430499000
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1360430505093
opened,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1360430507671
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1360430508281
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1360430512031
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1360430512234
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1360430515078
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1360430515890
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1360430527156
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1360430531234
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1360430580125
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1360430587562
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1360430591734
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1360430607687
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1360430607921
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1360430790468
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1360430790671
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1360430807187
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1360430807421
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1360430816593
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1360430816828
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1360430822781
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1360430822968
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1360430830906
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1360430831187
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1360430864437
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1360430864656
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1360430869421
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1360430869656
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1360430901156
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1360430901421
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1360430954390
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1360430955187
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1360430961203
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1360430962046
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1360430995359
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1360430995578
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1360431007281
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1360431007500
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1360431039828
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1360431040640
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1360431048734
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1360431049421
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1360431057609
opened,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1360431058265
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1360431058953
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1360431063921
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1360431064140
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1360431070343
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1360431079984
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1360431080218
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1360431080687
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1360431084031
opened,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1360431085140
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1360431085796
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1360431089328
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1360431092140
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1360431106640
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1360431106906
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1360431107359
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1360431110828
opened,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1360431111718
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1360431112203
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1360431117437
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1360431138828
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1360431197921
opened,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1360431198609
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1360431199265
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1360431220921
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1360431221171
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1360431266265
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1360431274796
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1360431274968
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1360431275015
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1360431283781
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1360431288656
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1360431299250
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1360431299359
closed,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1360431299671
opened,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1360431302281
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1360431302921
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1360431306093
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1360431310781
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1360431313468
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1360431313656
closed,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1360431314031
opened,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1360431317843
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1360431318484
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1360431327359
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1360431327578
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1360431333906
opened,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1360431334671
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1360431335203
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1360431339203
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1360431339406
